	id	sentence	Valence	Arousal	Dominance
6973	WhereToHongKong_61932_62092	Mao Zedong himself directed the institute in 1926, and gave lectures on geography, rural education, and “The Problem of the Chinese Peasantry. ”	0.5	0.4375	0.51724137931
753	20020731-nyt_15045_15159	It has run into particular opposition from companies aligned with Nokia, which has developed a competing software.	0.45	0.375	0.448275862069
539	116CUL034_40_65	Name Address City, ST Zip	0.5	0.4375	0.51724137931
5459	SemEval_606	Israel intensifies military flights over Lebanon	0.4	0.5	0.724137931034
8928	hotel-california_16271_16290	“No one's immortal.	0.4	0.5625	0.51724137931
506	116CUL033_1389_1561	I have enclosed a packet of information about MCCOY and its work as well as an application with various options for supporting the youth of our community.	0.55	0.4375	0.51724137931
98	110CYL070_79_128	You and I have done some important work together.	0.7	0.5	0.655172413793
1043	20020731-nyt_46350_46422	But he ignores emissions of carbon dioxide, the main global warming gas.	0.45	0.5	0.448275862069
5473	SemEval_62	4th person dies after receiving flu shot	0.25	0.541666666667	0.51724137931
731	20020731-nyt_11901_11932	"""counterterrorism fellowships,"""	0.45	0.4375	0.586206896552
2906	NWF1_5083_5239	P.S. Please use the enclosed holiday gift wrapping paper and gift tags to help spread the word about our mission of conservation to your friends and family.	0.5	0.375	0.51724137931
7521	blog-new-year's-resolutions_424_627	And if I chose to make resolutions, I'd be far from alone--a 2008 survey on Dorthy.com found that 66% of the 2000+ adults polled had made resolutions at some point (though only 17% managed to keep them).	0.5	0.5	0.586206896552
257	112C-L015_1820_1880	We wish you and your family a new year full of joy and love.	0.75	0.5625	0.51724137931
1485	Ant_Robot_18620_18748	Three small sprayers will emit successful patroller and forager pheromones and cuticular hydrocarbons from the appropriate sacs.	0.5	0.4375	0.51724137931
1279	A_defense_of_Michael_Moore_23887_24039	"Critics fail to credit Moore with not making the same mistake that some gun control advocates make -- concluding that gun ownership ""leads"" to violence."	0.4	0.4375	0.586206896552
8975	hotel-california_17658_17784	“The captain selected us for a reason. He has inside intelligence—how else would he know where to find us? He knows about us.”	0.5	0.6875	0.448275862069
3832	Nathans_Bylichka_30695_30744	“Come on,” said Nepthys, “you could use a drink.”	0.45	0.3125	0.586206896552
5515	SemEval_66	China launches two satellites into orbit	0.55	0.5	0.586206896552
9802	vampires_1039_1046	'ninja'	0.5	0.5	0.586206896552
6350	WhatToHongKong_11053_11212	Hong Kong’s shops carry almost every recognizable European and many American labels, from top-end designers to the moderately priced or trendy.	0.5	0.5	0.51724137931
4408	Ohio_Steel_10791_10967	However, to American companies already suffering financial setbacks, outdated machinery, and fierce competition, this lack of demand was an inconvenience they could not afford.	0.25	0.4375	0.51724137931
4703	SemEval_1042	Top Colombia official resigns	0.3	0.4375	0.448275862069
6736	WhereToHongKong_33010_33134	The mountainous island of Lantau is the biggest in the colony, and covers nearly twice the area of Hong Kong Island.	0.55	0.625	0.51724137931
5355	SemEval_511	5000 years on but couple still hugging	0.65	0.4375	0.51724137931
2623	IFAW1_3504_3553	Be absolutely sure, your donations do save lives.	0.7	0.5	0.586206896552
4481	Ohio_Steel_20173_20296	For the people of Youngstown, Black Monday was not just a historical event- it was the most important event in their lives.	0.5	0.4375	0.51724137931
541	116CUL034_4332_4519	We believe there is no more appropriate time to have a coordinated and collaborative effort to financially support the services MCCOY offers to the community as a whole.	0.55	0.5625	0.655172413793
4953	SemEval_1271	Beauticians cut, curl, offer stroke-prevention info	0.55	0.4375	0.586206896552
7545	cable_spool_fort_1357_1414	Chad checked the other fort out of the corner of his eye.	0.5	0.4375	0.51724137931
9479	hotel-california_9272_9329	Zheng, short and dark and lean, with a very intense gaze.	0.5	0.375	0.586206896552
2850	Madame_White_Snake_7918_8154	Certainly, readers admire her patience and loyalty: “I searched everywhere, and now that at last I’ve found you, I’m very happy,” Ibid.,173. she gushes to him in “Lust.”	0.6	0.375	0.51724137931
2152	Fermentation_HR5034_14310_14404	As being a student such blogs help me a lot.It is rather interesting for me to read this blog.	0.55	0.4375	0.51724137931
5157	SemEval_1458	Charles Gibson takes over first place	0.583333333333	0.4375	0.574712643678
2104	Fermentation_Eminent-Domain_9852_9875	fredric koeppel said...	0.5	0.4375	0.51724137931
3402	NYTnewswire9_603_714	He was calling bases all over the United States to line up their transfer to the desert outside Salt Lake City.	0.5	0.4375	0.586206896552
2933	NYTnewswire1_2424_2481	"""But we didn't need something earth-shattering right now."	0.4	0.5	0.655172413793
1301	A_defense_of_Michael_Moore_26140_26240	In this case, Hanlon's Razor can be applied to Heston -- he is probably not racist, but incompetent.	0.45	0.3125	0.586206896552
7490	blog-monastery_5839_5867	Ever onward and ever upward.	0.55	0.5	0.586206896552
5608	SemEval_746	Europe take big Royal Trophy lead	0.75	0.541666666667	0.632183908046
3830	Nathans_Bylichka_30631_30694	I left not a little unnerved, and still woozy from the leeches.	0.25	0.3125	0.241379310345
809	20020731-nyt_20814_20879	So, Starke matched a problem with a problem and found a solution.	0.6	0.5625	0.655172413793
4404	Ohio_Steel_10197_10337	Jobs were scarce in other steel-exporting countries, and labor laws were either non-existent or allowed employers to pay much less for work.	0.4	0.5625	0.51724137931
3372	NYTnewswire9_4035_4099	And he immediately liked Karnes, who showed him around the base.	0.55	0.5	0.586206896552
7705	captured_moments_12890_12993	For Malaquez did not move into Dream's End until four or five months after I -- we?	0.45	0.375	0.448275862069
7504	blog-new-year's-resolutions_1973_2050	If you believe self-control is malleable but limited, you'll set fewer goals.	0.375	0.28125	0.402298850575
4217	Nathans_Bylichka_51042_51220	I slipped past the waving monstrosity that had blocked my view before, a mountain of wet, veined flesh, and had almost passed through the crowd when a clawed hand grabbed my arm.	0.4	0.5	0.379310344828
6763	WhereToHongKong_36245_36482	The rest of the year, life goes on at its accustomed pace: rickety machines chugging in two-man factories, children in school uniforms being ferried home to houseboats, and the old fishermen stirring shrimp paste.	0.5	0.3125	0.51724137931
1407	Acephalous-Cant-believe_2985_3022	Agree with the previous two comments.	0.5	0.303571428571	0.369458128079
10320	wwf12_4531_4624	Please let it be a constant reminder of all you’re doing to preserve our endangered wildlife!	0.583333333333	0.645833333333	0.287356321839
7274	aspca1_3578_3678	That is why I’m asking you to join the ASPCA today with your gift of $20 or more if at all possible.	0.55	0.4375	0.586206896552
3056	NYTnewswire3_327_548	EAST FISHKILL, N.Y. -- IBM opened a sprawling and sophisticated semiconductor factory here on Wednesday that cost more than $2.5 billion to build and equip, the largest single capital investment the company has ever made.	0.5	0.4375	0.51724137931
1616	Ant_Robot_6304_6390	A gripper will be located on the front of the robot consisting of two elongated tongs.	0.55	0.375	0.655172413793
8185	captured_moments_638_754	I remember Papa's stopbox, a teal blue Tiempo Capturado that Mama brought home for his birthday.	0.5	0.359375	0.51724137931
4251	Nathans_Bylichka_52930_53007	“He wasn’t the only one with a secret or two,” he said by way of explanation.	0.4	0.375	0.51724137931
5498	SemEval_643	Bush authorized Iranians' arrest in Iraq, Rice says	0.5	0.375	0.586206896552
5931	The_Black_Willow_13821_13832	"""Then why,"""	0.4	0.5	0.448275862069
6806	WhereToHongKong_41533_41607	Its spin-off industries, prostitution and pawn shops, also thrive.	0.45	0.4375	0.586206896552
6825	WhereToHongKong_43916_43990	The central square of the historic city center is Largo do Senado.	0.5	0.375	0.51724137931
1168	A_defense_of_Michael_Moore_10892_11027	"""no way to change location, since you have to give advance notice of that to the members, and there were upwards of 4,000,000 members."""	0.4	0.5	0.586206896552
5547	SemEval_690	Now it's official: Iraq's a mess	0.25	0.645833333333	0.287356321839
5972	The_Black_Willow_16593_16681	It speaks to the deepest storyteller's instinct within us all, yet is entirely original.	0.5	0.375	0.51724137931
7573	cable_spool_fort_3441_3605	"When he saw Roy in the hospital with a shaved head and the small silver plug at the back of his noggin like a bottle cap, Chad had called him, ""Remote Control Boy."""	0.6	0.5	0.586206896552
178	112C-L012_1625_1768	Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.	0.55	0.4375	0.448275862069
2057	Fermentation_Eminent-Domain_5651_5655	Duh.	0.3	0.3125	0.586206896552
5736	SemEval_862	Russia to strengthen its military muscle	0.35	0.5625	0.448275862069
3075	NYTnewswire3_5407_5507	"Yes, said Richard Brilla, director of the new facility, ""but the donuts are a lot more costly here."""	0.55	0.375	0.655172413793
626	118CWL050_1504_1554	"""I was matched with my Big Sister in June of 1992."	0.6	0.4375	0.586206896552
10148	wsj_0169_4_303	Ratners Group PLC, a fast-growing, acquisition-minded London-based jeweler, raised its price for Seattle-based specialty jeweler Weisfield's Inc. to $57.50 a share, or $62.1 million, from $50 a share, or $55 million, after another concern said it would be prepared to outbid Ratners's initial offer.	0.5	0.375	0.51724137931
5715	SemEval_843	Iraqis fault delayed U.S. plan in attack	0.416666666667	0.541666666667	0.51724137931
8896	hotel-california_14800_14931	We dredged up half-fledged theories and inchoate explanations, tossing these out the same way we pitched ideas about the art films.	0.4	0.375	0.586206896552
5568	SemEval_709	Trains crash near Thai resort town	0.2	0.625	0.172413793103
8616	easy_money_12836_12866	Otherwise the vault is sealed.	0.55	0.375	0.586206896552
2438	Homosexuality_15813_15881	Yet there are arguments against homosexuality as caused by genetics.	0.4	0.5	0.448275862069
5103	SemEval_1408	Grammys ready to name winners	0.7	0.75	0.51724137931
8044	captured_moments_32234_32286	"When he hesitated, I said, ""Last night was my fault."	0.4	0.5	0.448275862069
2502	Homosexuality_6992_7465	Fortunately, many prominent psychiatrists also believed that homosexuality was not an illness, and their lobbying, along with the innovative study performed by Hooker, who has been referred to as “the Rosa Parks of the gay movement” convinced the American Psychiatric Association Board of Trustees to vote to remove homosexuality from the Diagnostic and Statistical Manual as a mental illness in December of 1973.	0.5	0.4375	0.51724137931
1512	Ant_Robot_26480_26530	The first function might look something like this:	0.5	0.4375	0.51724137931
8687	easy_money_2685_2728	You were the first person who came to mind.	0.55	0.5	0.586206896552
2943	NYTnewswire1_3229_3348	Jose went into Wednesday's game hitting .304 and had thrown out 33 percent (two of six) of baserunners trying to steal.	0.55	0.5	0.586206896552
8499	detroit_5138_5173	One day, this place will be reborn.	0.55	0.625	0.586206896552
1743	Bartok_16606_16856	In Example 2, the entire development section is represented by exactly three pitches, and indeed each subsection is associated with one of these three pitches as its tonal center—none of these pitches is involved in the structural whole-tone descent.	0.5	0.4375	0.747126436782
295	113CWL017_242_308	Six weeks of learning and exploring, sports, arts, and fellowship.	0.55	0.25	0.448275862069
4348	Nathans_Bylichka_750_884	"But if you ever should see a faerie, tell him that you are of the blood of Ivan Bogatyrivitch and he will not pass you by so quickly."""	0.55	0.5625	0.586206896552
8633	easy_money_13623_13705	"""None,"" I said and slipped the knife into his neck right at the base of his skull."	0.15	0.75	0.793103448276
1576	Ant_Robot_4334_4601	An ant engaged in nest patrolling must exit the nest at the proper time in the morning and wander about for a bit on the nest mound, presumably taking measurements of the temperature and humidity in some way and making sure that it is safe for the other ants to exit.	0.5	0.4375	0.51724137931
320	113CWL018_952_1022	Your contribution last year of helped us get where we are today.	0.8	0.5	0.793103448276
9533	hsus4_6362_6505	Virginia— State Division of Consumer Affairs, Department of Agriculture and Consumer Services, P0 Box 1163, Richmond, VA 23209; 1-800-552-9963.	0.5	0.4375	0.51724137931
9847	vampires_557_657	Then it jumped the shark with the Tom Cruise-Brad Pitt movie (based on the Anne Rice novel) in 1994.	0.5	0.4375	0.51724137931
8577	easy_money_1035_1073	"he wasn't the sort you'd call ""Chuck."""	0.5	0.3125	0.51724137931
9459	hotel-california_7721_7950	The plate, by the way, was already loaded with folded pieces of smoked pink fish, paprika-dusted deviled eggs, toothpicks stabbed through green vegetables and slices of cheese, and balls of meat smothered in a tomato-based sauce.	0.5625	0.4375	0.603448275862
7463	blog-monastery_4098_4134	Compassion training and prayer flags	0.45	0.375	0.448275862069
5052	SemEval_1361	University offers support to New Orleans school	0.55	0.375	0.586206896552
2269	HistoryLasVegas_12771_12868	Other Hollywood stars came as well, simply because Las Vegas was the place to be.	0.5	0.4375	0.51724137931
2070	Fermentation_Eminent-Domain_6493_6526	Thanks Tom-- This law is such BS.	0.416666666667	0.541666666667	0.287356321839
6349	WhatToHongKong_11030_11052	Ready-to-wear Clothes.	0.5	0.359375	0.51724137931
4628	Seedbombing_5506_5542	Well we thought they could use more.	0.5	0.4375	0.51724137931
7013	WhereToHongKong_66487_66625	It contains elaborate replicas of China’s chief monuments in impressive detail, including a scaled-down version of the Great Wall.	0.55	0.3125	0.51724137931
9337	hotel-california_32662_32683	“Mind if I join you?”	0.55	0.5	0.448275862069
9300	hotel-california_30843_30863	Let us off the ship.	0.4	0.5	0.51724137931
7458	blog-monastery_3690_3772	Tibetan Buddhist philosophy also approaches the mind and the self from the inside.	0.5	0.229166666667	0.459770114943
8174	captured_moments_5930_5955	"""Of course, Señor Flynn."""	0.55	0.375	0.241379310345
8839	guidedogs1_769_799	Male and female dogs are used.	0.5	0.4375	0.51724137931
5354	SemEval_510	Sudan tells United Nations envoy to leave in 72 hours	0.4	0.375	0.724137931034
6465	WhatToHongKong_23026_23139	The Rugby Sevens sees teams come together from all over the world for 15 matches in March or early April.	0.583333333333	0.229166666667	0.51724137931
721	20020731-nyt_10541_10807	"""We recognized that terrorism is a global threat and that the disturbing acts of terrorism and transnational crimes, which continue to threaten world peace and stability, must be tackled by the international community,"" the ministers said in a communique on Tuesday."	0.4375	0.359375	0.689655172414
3378	NYTnewswire9_4429_4485	"""I don't recall ever having to tell Tom to do anything,"""	0.375	0.4375	0.51724137931
9057	hotel-california_21282_21303	“What's your theory?”	0.5	0.375	0.586206896552
4421	Ohio_Steel_12271_12379	Marches, speeches, and letter writing were all employed to help stimulate the Campaign and rally the people.	0.6	0.5	0.655172413793
8924	hotel-california_16147_16174	Give our ancestors purpose.	0.5	0.4375	0.448275862069
8593	easy_money_11294_11394	For some reason I thought of a giant clown face from a carnival ride, but it scared the hell out me.	0.25	0.75	0.310344827586
1416	Acephalous-Cant-believe_627_817	Granted, the likelihood that I'm suffering from the identitarian equivalent of presentism is awfully high, but I honestly thought I'd written some of the posts from early 2009 in 2006 or so.	0.5	0.333333333333	0.459770114943
423	115CVL035_2206_2216	Sincerely,	0.5	0.3125	0.51724137931
7768	captured_moments_17939_17947	"""Nardo!"""	0.55	0.5625	0.51724137931
752	20020731-nyt_14940_15044	Microsoft's efforts to persuade wireless carriers to use its cell phone operating system have struggled.	0.4	0.375	0.448275862069
5064	SemEval_1372	Petraeus takes command in Iraq	0.35	0.5	0.586206896552
1475	Ant_Robot_13569_13617	Table of sensors and their relations to the ant.	0.5	0.3125	0.51724137931
979	20020731-nyt_38836_39008	Two of the court's members, Chief Justice Deborah T. Poritz and Justice Peter G. Verniero, did not participate in the Nelson case because both are former attorneys general.	0.5	0.375	0.51724137931
9693	lw1_4061_4181	Tara would not let giddy hopes drag them onto a rock that would spell the end for the project, and the Arrallin species.	0.5	0.59375	0.51724137931
1294	A_defense_of_Michael_Moore_25587_25687	His claim that it is possible to purchase ammunition in supermarkets is independent from that claim.	0.4	0.25	0.448275862069
6659	WhereToHongKong_22561_22655	Farther up Nathan Street you will reach Yau Ma Tei, one of the older parts of Kowloon.	0.5	0.4375	0.51724137931
8264	defenders5_254_345	The airplane above will be tracking her ... in order to land and immediately gun her down .	0.45	0.5	0.586206896552
8926	hotel-california_16202_16219	“New hypothesis,”	0.45	0.375	0.51724137931
8726	easy_money_5306_5417	He pulled out a small leather diary and opened it to a yellowed page marked with yet another small sticky note.	0.5	0.4375	0.51724137931
198	112C-L013_1344_1448	"For others, ""families"" are the counselors are housemates at the group homes where they live."	0.5	0.4375	0.51724137931
4197	Nathans_Bylichka_49247_49365	Things with scales and claws kept flailing against me, pressing me into the wall, but I took a breath and kept moving.	0.35	0.6875	0.379310344828
7422	blog-monastery_1101_1325	The first evening, the twenty-something students--most from my college, four from another--gathered in the shrine room, sitting cross-legged on cushions as we listened to Khenpo Kalsang introduce Tibetan Buddhist philosophy.	0.535714285714	0.392857142857	0.418719211823
3592	Nathans_Bylichka_1807_1825	“It’s from Mitch,”	0.5625	0.359375	0.689655172414
6451	WhatToHongKong_21826_21969	Because of the heavy harbor traffic, only sailors licensed by the Hong Kong authorities can run pleasure boats in local waters.	0.5	0.4375	0.51724137931
4965	SemEval_1282	Madrid bombings trial begins	0.4	0.4375	0.51724137931
8618	easy_money_12878_12911	Does anyone else know about this?	0.5	0.5	0.51724137931
8245	captured_moments_9735_9811	If I am not, I had the perfect mirror for my narcissism.	0.55	0.5	0.655172413793
3940	Nathans_Bylichka_36361_36438	As soon as I touched her, her eyes opened into mine and she grabbed my wrist.	0.55	0.625	0.448275862069
8612	easy_money_12647_12678	I sucked in a whole lot of air.	0.45	0.4375	0.448275862069
5144	SemEval_1445	World tourism sets record in 2006	0.55	0.3125	0.586206896552
1765	Bartok_19171_19354	The arrival at C♯ was foreshadowed by the first two measures of the development (Example 15), which are almost a direct transposition of the two head motives of the first theme to C♯.	0.45	0.375	0.448275862069
5706	SemEval_835	'Bookworm Adventures' wordsmith's joy	0.55	0.5	0.51724137931
5627	SemEval_763	Secret hotels in Irish countryside	0.375	0.28125	0.344827586207
9179	hotel-california_25577_25587	“Remember?	0.55	0.5	0.51724137931
3235	NYTnewswire7_1321_1343	"""I refuse to sell it."""	0.35	0.625	0.793103448276
6611	WhereToHongKong_16383_16595	If you can get up early enough, you can attend the pre-dawn auction held at the vast local wholesale fish market; otherwise, have a look at the street market that goes on later in the day.	0.55	0.5	0.586206896552
3577	Nathans_Bylichka_16661_16759	I noticed that the wrinkles on his neck expanded as he breathed and realized that they were gills.	0.45	0.5	0.655172413793
9580	lessig_blog-carbon_4979_5103	April 28, 2009 9:03 AM Jardinero1: The only way to reduce your carbon footprint, is to reduce your carbon footprint, period.	0.5	0.5	0.655172413793
7647	cable_spool_fort_8406_8411	Yeah.	0.5	0.5	0.51724137931
622	118CWL050_1291_1318	cut violent behavior by 33%	0.6	0.4375	0.51724137931
8238	captured_moments_9269_9382	I dimly remember three bedpartners who were probably human, and one that I hope was delirium.	0.35	0.4375	0.379310344828
2829	Madame_White_Snake_4839_5121	“Not only is the hero frequently not sure whether the woman is honest or a deceiver, but the heroine’s characterisation is itself fractured so that it is not evident to the audience whether she fills the [femme fatale] stereotype or not”	0.45	0.5	0.51724137931
9884	wildelifewatch1_105_220	A significant promise comes with your enclosed personalized address labels, which are ready for your immediate use.	0.55	0.4375	0.51724137931
1412	Acephalous-Cant-believe_355_499	However, when I started looking through my archives, it occurred to me that my output this year defines me much more sharply than in years past.	0.6	0.4375	0.586206896552
7468	blog-monastery_4427_4481	"""If there's something you can do, why are you unhappy?"	0.45	0.4375	0.448275862069
8291	defenders5_5576_5683	$30,000 — production of television and radio spots alerting the public to the findings of the above survey.	0.45	0.375	0.448275862069
9808	vampires_1482_1610	So it's not just a matter of knowing when to jump off the Vampire merry-go-round, it's knowing when (and where) to jump back on.	0.5	0.3125	0.51724137931
1120	A1_1259_1461	Launching 'Dubai Internet city ' coincided with the opening of the annual information fair in Dubai which is considered to be the biggest in the Middle East - Gulf Information Technology Getix.'	0.55	0.5	0.586206896552
2687	IntroDublin_5844_5864	City and Countryside	0.55	0.1875	0.586206896552
7511	blog-new-year's-resolutions_2845_3042	The participants then answered questions about their belief in each of two theories presented, followed by a second questionnaire to assess motivation, in which they listed all their current goals.	0.55	0.3125	0.586206896552
2088	Fermentation_Eminent-Domain_8129_8183	John, Good of you to comment and good to have dissent.	0.7	0.4375	0.51724137931
8526	detroit_6881_6925	There are neighborhoods that refuse to cave.	0.541666666667	0.4375	0.574712643678
2927	NYTnewswire1_2093_2129	"""I've done that a lot in my career,"""	0.7	0.4375	0.724137931034
6627	WhereToHongKong_18359_18452	The waterfronts at Repulse Bay and Stanley are lined with good cafés and restaurants.	0.65	0.5	0.586206896552
9406	hotel-california_4082_4104	No time for questions.	0.416666666667	0.4375	0.747126436782
7048	alumnifund1_262_271	Fall 2000	0.5	0.4375	0.51724137931
9730	marine1_4482_4625	It’s made of navy cotton canvas, features three playful dolphins, and it’s a great way to show your support and protect the marine environment.	0.7	0.5625	0.724137931034
4221	Nathans_Bylichka_51309_51320	he shouted.	0.3	0.75	0.655172413793
5996	The_Black_Willow_19052_19147	He turned to regard the pillar still rising behind his house and ran to see what had been done.	0.4	0.625	0.51724137931
7129	anth_essay_4_6385_6632	A main concern among pan-Mayanists is the reversal of the long-seated inferiority complex of the Mayan people; despite their position as majority within the Guatemalan population, they remain impoverished and marginalized on the fridge of society.	0.5	0.375	0.448275862069
7251	aspca1_1668_1695	Astro was wagging his tail.	0.75	0.6875	0.586206896552
2154	Fermentation_HR5034_14420_14485	I like such topics and anything that is connected to this matter.	0.65	0.5	0.586206896552
5985	The_Black_Willow_1790_1855	I'm almost done, and the happy ending is just falling into place.	0.55	0.375	0.586206896552
2428	Homosexuality_15028_15141	It’s all something you can’t help; it all comes to you… It’s internal, you can’t help it” (Woods).	0.45	0.5	0.310344827586
3247	NYTnewswire7_2606_2736	A number of restaurants not officially part of the National Environmental Trust boycott also have stopped serving Chilean seabass.	0.5	0.4375	0.586206896552
4182	Nathans_Bylichka_48507_48540	We’ll be in and out in a minute.”	0.5	0.3125	0.51724137931
4988	SemEval_1302	Gronholm ahead as Solberg crashes	0.4	0.5	0.448275862069
9731	marine1_490_675	Even today, after years of public outrage, dolphins continue to die in tuna fisheries of other countries and are still being cruelly and often illegally killed by gillnets and harpoons.	0.25	0.4375	0.448275862069
890	20020731-nyt_26593_26842	The auction attendance was swelled by coin collectors who had gathered on the eve of the American Numismatic Association Convention, the largest coin show of the year, expected to draw more than 10,000 people to the Marriott Marquis Hotel Wednesday.	0.55	0.5625	0.655172413793
5854	SemEval_971	China considers Eurobond reserves	0.45	0.125	0.586206896552
9558	lessig_blog-carbon_235_313	IMHO, we all have an ethical obligation to offset our carbon footprint -- now.	0.5	0.5625	0.586206896552
3721	Nathans_Bylichka_25383_25435	Nepthys didn’t need to warn me not to speak to them.	0.45	0.5	0.586206896552
5065	SemEval_1373	6 dead after Utah Mall shooting rampage	0.0833333333333	0.645833333333	0.172413793103
9559	lessig_blog-carbon_2461_2677	You're right that a carbon tax is definitely simpler, but there are upsides to cap & trade as well (such as the fact that the market will drive the price up, whereas a tax won't increase unless Congress wants it to).	0.5	0.25	0.51724137931
6699	WhereToHongKong_27852_27985	The Tang clan’s earliest walled village was Lo Wai, which also has its defensive wall intact and is entered by a narrow gate.	0.5	0.3125	0.586206896552
7302	att2_2210_2241	To enroll, call 1 800 741-9302.	0.5	0.25	0.51724137931
10010	wsj_0127_346_473	While there were no one-time gains or losses in the latest period, there was a one-time gain of #18 million in the 1988 period.	0.5	0.3125	0.448275862069
4370	Nathans_Bylichka_8835_8866	“Ah, I think I’m fine, thanks,”	0.5	0.25	0.51724137931
6767	WhereToHongKong_36885_37020	The Praya, the promenade in front of the ferry pier, is a good place to observe the many junks and fishing boats in the harbor.	0.55	0.5	0.51724137931
2673	IntroDublin_4045_4155	Beckett and Joyce, among others, had to leave their homeland to understand it —  and to be understood.	0.45	0.4375	0.586206896552
9306	hotel-california_31012_31031	“That's survival, ”	0.5	0.25	0.586206896552
7308	att2_2592_2759	Sincerely, A Mark Gilder Vice President, Marketing Universal Card Services Corp.	0.5	0.3125	0.379310344828
5923	The_Black_Willow_13429_13567	He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	0.333333333333	0.645833333333	0.114942528736
2220	Fermentation_HR5034_773_916	all for the sake of protecting wholesaler profits by giving them unprecedented control and influence over the entire American alcohol industry.	0.5	0.25	0.448275862069
807	20020731-nyt_20454_20679	"""I saw a lot of kids and young men out there with no dads and no structure who couldn't read and some of them were beginning to realize that there is no growing old as a crack dealer -- you either die or go to jail,"" he said."	0.35	0.4375	0.51724137931
10263	wsj_2465_1492_1648	"At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking."	0.35	0.4375	0.448275862069
2911	NWF1_857_1014	When you use the attractive wrapping paper and gift tags, you will be helping us spread the word about saving America’s wildlife treasures and their habitat.	0.6	0.625	0.586206896552
9343	hotel-california_32877_32943	All these things I do, they're just to pass the time until I die.”	0.25	0.4375	0.402298850575
8558	detroit_9190_9267	Well, growing up not far from Detroit myself, I would point out a few things:	0.5	0.385416666667	0.689655172414
2309	HistoryLasVegas_18159_18258	The growth that has characterized Las Vegas for nearly a century may be facing a roadblock.	0.4	0.4375	0.51724137931
6768	WhereToHongKong_37029_37115	There are also several open-air restaurants where you can enjoy fresh seafood.	0.55	0.5	0.51724137931
7838	captured_moments_21499_21541	But knowing this did not mean I wanted it.	0.4	0.4375	0.51724137931
9293	hotel-california_30620_30693	“If you dislike this place so much, why don't you do something about it?”	0.416666666667	0.4375	0.632183908046
8606	easy_money_12183_12228	You would end up on a small hill on Rapa Nui.	0.5	0.3125	0.379310344828
697	20000415_apw_eng-NEW_1508_1579	Iraq says it has done so and has barred inspectors since late 1998.	0.35	0.375	0.379310344828
5780	SemEval_903	Iran to strike US interests if attacked	0.2	0.6875	0.310344827586
5850	SemEval_968	Greek police hunt embassy attackers	0.45	0.5	0.586206896552
1654	Anti-Terrorist_2274_2389	And proof that Bush has failed may come at any moment, explosively, with one big successful attack here in the USA.	0.35	0.5625	0.51724137931
1011	20020731-nyt_42274_42416	It is a country with a long and glorious history, a substantial middle class, a peace treaty with Israel and large quantities of American aid.	0.55	0.5	0.586206896552
2169	Fermentation_HR5034_300_773	This bill, currently in Congress, would give wholesaler lobbyists the means to turn back the clock on consumer access to wine, lead to the passage of laws that override federal regulations on alcohol, kill jobs and business that focus on artisan production of wine, beer and spirits, punish and dismantle small specialty wine retailers that serve the consumers that wholesalers won't and override the critical Constitutional principle of a single American economic union...	0.45	0.4375	0.51724137931
10011	wsj_0127_474_595	And while there was no profit this year from discontinued operations, last year they contributed #34 million, before tax.	0.5	0.4375	0.51724137931
8016	captured_moments_30260_30412	) I remember suggesting, with characteristic tact, that she add Emil to her small list of major accomplishments.	0.55	0.5	0.586206896552
6142	Tupelo-Honey-Cafe_1464_1474	Cranberry?	0.5	0.3125	0.51724137931
9051	hotel-california_21055_21090	Ray shrugged, then got up and left.	0.45	0.375	0.448275862069
5206	SemEval_154	An Old Letter Casts Doubts on Iran's Goal for Uranium	0.45	0.4375	0.448275862069
4400	Nathans_Bylichka_9833_9921	I know your family because an ancestor of mine made a bargain with an ancestor of yours.	0.55	0.5	0.51724137931
4078	Nathans_Bylichka_43259_43305	“Now I understand why you’re here,” said Isis.	0.55	0.5	0.586206896552
8939	hotel-california_16690_16723	“All the luxuries money can buy,”	0.65	0.5625	0.655172413793
2214	Fermentation_HR5034_7275_7449	"""state or territorial regulations may not facially discriminate, without justification, against out-of-state producers of alcoholic beverages in favor of in-state producers."""	0.5	0.125	0.51724137931
6367	WhatToHongKong_12539_12628	Be sure to get the manufacturer’s guarantee stamped or signed if you buy a watch.	0.45	0.375	0.586206896552
10078	wsj_0158_1240_1323	"A Reuters spokesman said the departure reflects ""no change in strategy or profits."""	0.45	0.4375	0.379310344828
2144	Fermentation_HR5034_13613_13948	"A very important point to remember: While large ""commercial wineries"" (Factory wine producers) may have the ability to market their own wine, smaller growers whom you seem to be so concerned about do not have the proper infrastructure to allow wine sales on line in many cases, let alone having their own transportation infrastructure."	0.5	0.4375	0.632183908046
7968	captured_moments_27535_27569	""" --was kindly received,"" he said."	0.6	0.4375	0.51724137931
7232	appalachian1_8251_8313	We also publish a wide range of books, maps, and trail guides.	0.5	0.5	0.655172413793
7509	blog-new-year's-resolutions_2539_2669	In the first study, 85 participants (all college students) each read one of four passages presenting lay theories of self-control.	0.5	0.375	0.586206896552
5508	SemEval_652	Life in Gaza steadily worsens	0.25	0.375	0.310344827586
