	id	sentence	Valence	Arousal	Dominance
963	20020731-nyt_36070_36307	For one, it counters the high name recognition of Andrew M. Cuomo, McCall's opponent, by offering voters a straightforward introduction to the candidate, emphasizing his long list of high-level jobs in both the public and private sector.	0.5	0.4375	0.51724137931
1028	20020731-nyt_44293_44417	Opening the process to other designers, both here and internationally, will help separate this urban plan from the ordinary.	0.5	0.359375	0.603448275862
3796	Nathans_Bylichka_2891_2903	“Sure, babe.	0.625	0.59375	0.51724137931
8055	captured_moments_32842_32918	If that was Malaquez's work, it was a very minor effort.	0.45	0.4375	0.51724137931
4088	Nathans_Bylichka_43720_43744	Describe this one to me.	0.5	0.25	0.51724137931
6970	WhereToHongKong_61617_61685	Inside is a collection of ceramics, carvings, and furniture.	0.5	0.25	0.448275862069
1300	A_defense_of_Michael_Moore_25983_26139	While this can in part be explained with his age and mental condition, if he is unable to defend the interests of the NRA, he should not be their spokesman.	0.45	0.3125	0.51724137931
8769	easy_money_8091_8098	Device?	0.5	0.4375	0.379310344828
7931	captured_moments_26049_26161	Bits of leaf mold flew from under his feet as he ran to greet a friend or a bringer of food.	0.5	0.5	0.51724137931
1342	A_defense_of_Michael_Moore_4842_4854	Inaccuracies	0.5	0.375	0.448275862069
7546	cable_spool_fort_138_216	"He wished Roy wouldn't fall for that gag every time, ""get me a big rock, Roy."""	0.5	0.359375	0.603448275862
769	20020731-nyt_17115_17161	Kim, 24, is a right-handed pitcher from Seoul.	0.5	0.3125	0.51724137931
217	112C-L013_549_574	There are thousands more.	0.45	0.5	0.448275862069
2827	Madame_White_Snake_4519_4731	In addition to distracting sexuality, the irregular characterization of Madame White Snake might be another trait her character has in common with the archetypical noir femme fatale.	0.5	0.4375	0.51724137931
2395	Homosexuality_11213_11522	As a homosexual, one risks horrifying their parents, other family members, and friends to the point of losing all contact with them, ruining their career, being condemned by their religion, being beat up for publicly displaying their sexuality, and much much more.	0.3	0.625	0.379310344828
1055	20020731-nyt_47271_47438	Among these are rules governing emissions that limit visibility in the national parks, and rules governing pollution that drifts eastward from Midwestern power plants.	0.45	0.3125	0.448275862069
5010	SemEval_1322	Malaysia aggressively wooing tourists	0.5	0.59375	0.51724137931
5319	SemEval_3	Nigeria hostage feared dead is freed	0.65	0.625	0.724137931034
6951	WhereToHongKong_59316_59398	In the park is the 1380 Zhenhai Tower, one of the city’s oldest buildings.	0.5	0.3125	0.51724137931
7311	att2_2916_2939	20% POST CONSUMER WASTE	0.3	0.625	0.586206896552
8465	detroit_2726_2785	Truthfully, it wasn't about race: it was about being naive.	0.5	0.375	0.51724137931
4001	Nathans_Bylichka_39119_39199	It was a black baseball cap that read “Dead Can Dance” in gold across the front.	0.45	0.4375	0.586206896552
7725	captured_moments_14981_15103	"Search ""Emiliano Malaquez"" and you'll find he's a master of the ""captured moment"" school of sculpture."	0.5	0.375	0.51724137931
4350	Nathans_Bylichka_7597_7686	My girlfriend has disappeared, I don’t even know where to start looking, and I need help!	0.25	0.59375	0.172413793103
6236	Uprooted_Bike_5243_5299	It's cheaper, and much better for the local flora&fauna.	0.65	0.5	0.586206896552
3865	Nathans_Bylichka_32175_32190	Not in America.	0.5	0.333333333333	0.747126436782
9260	hotel-california_29726_29779	Medical AI were even more expensive than the barkeep.	0.25	0.4375	0.51724137931
2945	NYTnewswire1_3437_3469	"""I just hope they keep me here,"""	0.4375	0.359375	0.172413793103
640	118CWL050_2663_2741	Your contribution will be used to recruit and retain quality volunteers.	0.583333333333	0.4375	0.51724137931
4198	Nathans_Bylichka_49366_49408	My nose filled with a reek of thick sweat.	0.3	0.3125	0.379310344828
4391	Nathans_Bylichka_9542_9549	“Okay,”	0.5	0.3125	0.51724137931
9548	lessig_blog-carbon_1704_1721	Perfect solution.	0.8125	0.515625	0.775862068966
2221	Fermentation_HR5034_7807_7822	"""justification"""	0.5	0.4375	0.586206896552
6045	The_Black_Willow_4206_4282	A magnificent glow infused the carriage as they merged with the sky's glory.	0.75	0.625	0.655172413793
6285	Uprooted_Farming-on-Sand_2307_2439	"But haying had to happen regularly, says David: ""There's so much oxygen in this soil, any added compost gets burned up in six weeks."	0.35	0.5	0.586206896552
9135	hotel-california_23813_23828	Adrienne asked.	0.5	0.3125	0.448275862069
422	115CVL035_2157_2199	We look forward to hearing from you.	0.6	0.5625	0.586206896552
6374	WhatToHongKong_13190_13361	Culture buffs are well catered to, and there is always a varied program of events, ranging from world-class concerts to local amateur dramatic productions.	0.5	0.59375	0.51724137931
1756	Bartok_17963_18104	Although it moves to E♭ minor in measure 239, it returns to D minor in measure 248, which suggests that E♭ is an upper neighbor prolonging D.	0.5	0.4375	0.51724137931
7017	WhereToHongKong_6928_7090	These gardens used to belong to the governor’s mountain lodge, but the building was demolished by the Japanese during the occupation of Hong Kong.	0.416666666667	0.333333333333	0.51724137931
2192	Fermentation_HR5034_5514_5549	"""food fight"" may be the wrong word."	0.5	0.5	0.586206896552
3118	NYTnewswire4_3188_3315	Hurricane force: A change in the rules and a fluke in the calendar this season allows colleges to play 12 regular-season games.	0.55	0.4375	0.51724137931
9944	wsj_0106_428_586	A spokesman for the Toronto cable television and telecommunications concern said the coupon rate hasn't yet been fixed, but will probably be set at around 8%.	0.5	0.333333333333	0.51724137931
10236	wsj_1640_1337_1417	They need only position themselves near a company's satellite dish and wait.	0.45	0.375	0.448275862069
6850	WhereToHongKong_4686_4784	If you leave the park and walk up Cotton Tree Drive, you will find the Peak Tram terminal.	0.5	0.515625	0.603448275862
517	116CUL033_72_82	Dear Bill:	0.55	0.4375	0.51724137931
3207	NYTnewswire6_6936_6941	list>	0.5	0.25	0.51724137931
8108	captured_moments_35475_35483	"""Where!"""	0.5	0.6875	0.51724137931
10125	wsj_0161_603_693	The company also cited interest costs and amortization of goodwill as factors in the loss.	0.45	0.4375	0.448275862069
5201	SemEval_1499	UN-Google Earth map climate change	0.45	0.5	0.448275862069
4506	Ohio_Steel_5422_5520	Most importantly, Youngstown’s steel mills were slowly becoming less efficient and more expensive.	0.4	0.1875	0.448275862069
7223	appalachian1_7237_7384	Chapter members participate in local conservation efforts, trail work, field trips, and outings.	0.666666666667	0.541666666667	0.632183908046
5490	SemEval_636	Test cricketer jailed over killing	0.35	0.5	0.448275862069
1563	Ant_Robot_39093_39216	Nest patrolling will involve leaving the nest, roaming around on the nest mound for a few minutes, and reentering the nest.	0.55	0.4375	0.586206896552
334	114CUL057_613_726	The Grill will feature enough activities that you and your kids will have a tough time deciding what to do.	0.45	0.3125	0.448275862069
1916	Black_and_white_2195_2341	The history of color is about the ways in which man has tried to find the ideal state of being throughout the ages. 	0.55	0.1875	0.51724137931
175	112C-L012_1236_1337	Such fund are often used for college tuition, vocational training or a deposit on an apartment.	0.5	0.4375	0.51724137931
7230	appalachian1_7779_7901	We’ll tell you where to go for outdoor fun and keep you informed of the crucial issues affecting our mountain environment.	0.65	0.5625	0.586206896552
1493	Ant_Robot_19822_19838	Common Behaviors	0.5	0.4375	0.51724137931
4237	Nathans_Bylichka_51860_51877	It’s a dumb idea.	0.416666666667	0.4375	0.747126436782
1553	Ant_Robot_36734_36816	Younger ants work more inside the nest, and older ants work more outside the nest.	0.55	0.3125	0.51724137931
8134	captured_moments_37661_37724	If I did, one of three things would happen.	0.5	0.375	0.586206896552
2264	HistoryLasVegas_12218_12346	Emerging stars, no longer content with playing small nightclubs, came to Las Vegas with dreams of making it big.	0.55	0.4375	0.448275862069
3861	Nathans_Bylichka_31942_31961	“What do you mean?”	0.5	0.5	0.51724137931
5	110CYL068_1189_1328	Sherry learned through our Future Works class that she could rise out of the mire of the welfare system and support her family.	0.666666666667	0.489583333333	0.747126436782
4435	Ohio_Steel_13954_14046	In effect, it raised the hopes of workers without having any real chance at saving anything.	0.45	0.3125	0.51724137931
1195	A_defense_of_Michael_Moore_13908_14071	Unfortunately, because the zooming is rather fast, it is easy to miss the rest of the sentence, so as you correctly note, some viewers got an incorrect impression.	0.5	0.4375	0.51724137931
2675	IntroDublin_4287_4453	The city’s impact on the rock and pop music scene with the likes of U2 and Bob Geldof is well known — there’s even a self-guided tour of their haunts.	0.55	0.5	0.586206896552
3793	Nathans_Bylichka_28829_28859	“Well, kid, what do you think?	0.5	0.4375	0.51724137931
2204	Fermentation_HR5034_6424_6487	"""i didn't kick the dog, but rather his ribs fell on to my boot"""	0.3	0.5	0.655172413793
10201	wsj_0184_365_481	"""anticipates the long-term savings resulting from the plan's implementation will more than offset short-term costs."""	0.55	0.5	0.586206896552
2674	IntroDublin_4164_4286	Dublin theater is legendary, and no visitor should miss seeing a performance at the Abbey Theatre or Gate Theatre.	0.666666666667	0.59375	0.632183908046
5256	SemEval_20	Moderate drinking reduces men's heart attack risk	0.55	0.4375	0.51724137931
3667	Nathans_Bylichka_22245_22283	I smelled matted hair and cedar chips.	0.45	0.5	0.51724137931
89	110CYL070_18_35	December 10, 1996	0.5	0.4375	0.51724137931
2604	IFAW1_1303_1324	“stupid, non-feeling”	0.2	0.5	0.51724137931
900	20020731-nyt_27755_27764	"""saints."""	0.5	0.4375	0.51724137931
1985	Fermentation_Eminent-Domain_10303_10323	JohnLopresti said...	0.5	0.5	0.51724137931
9764	sucker_2600_2655	I wonder why they didn't present their books as novels.	0.416666666667	0.4375	0.402298850575
2077	Fermentation_Eminent-Domain_7012_7057	I suppose the new law is all Sacramento hype.	0.45	0.375	0.51724137931
6566	WhereToHongKong_10419_10579	Walk up the steps to reach Caine Lane, where you’ll find the Museum of Medical Sciences (open Tuesday–Saturday 10am–5pm; admission by donation).	0.45	0.3125	0.586206896552
6375	WhatToHongKong_13370_13651	A highlight of the arts calendar is the annual Hong Kong Arts Festival, a three-week dose of international culture in February, with concerts, recitals, plays, jazz, Chinese opera, and innovative productions put on by leading talent from both East and West.	0.5	0.333333333333	0.51724137931
8154	captured_moments_4451_4519	"""Your Sleeping Flamingo should be put to sleep."""	0.35	0.5	0.724137931034
8317	defenders5_7582_7758	So, please sign the enclosed Citizens’ Advisory Ballot to lend your moral support to our Alaska friends and return it in the enclosed envelope with a special donation.	0.5	0.375	0.448275862069
9374	hotel-california_33981_33997	Some other ship.	0.5	0.125	0.51724137931
2305	HistoryLasVegas_17244_17319	The crème de la crème of Las Vegas deluxe is Steve Wynn’s Bellagio.	0.55	0.5	0.586206896552
2146	Fermentation_HR5034_13949_14077	They are experts at farming and producing wine, which is what they likely prefer to do in most cases. July 27, 2010 at 09:08 PM	0.5	0.5	0.51724137931
9966	wsj_0120_2632_2681	"""I'm starting to see more business transactions,"""	0.6	0.5625	0.724137931034
4744	SemEval_1080	Largest ever autism study identifies two genetic culprits	0.5	0.333333333333	0.862068965517
5683	SemEval_814	Israel says hopes to keep Lebanon border calm	0.5	0.375	0.51724137931
581	118CWL048_1167_1286	If you are a regular contributor to the Annual Campaign, I encourage you to consider increasing your gift by 10%.	0.5	0.375	0.51724137931
5992	The_Black_Willow_18662_18777	As they trotted forth, Allan's eyes remained trapped by the carriage, following it up the hillock and past himself.	0.5	0.3125	0.51724137931
2655	IntroDublin_2133_2193	“ I never go north of the Liffey,” one man remarked.	0.5	0.3125	0.51724137931
6802	WhereToHongKong_40742_40954	New construction in the past 10 years has changed the city’s skyline; with new, glittering hotels and highrise apartment blocks, the city is beginning to look a little more like Hong Kong.	0.5625	0.4375	0.51724137931
1658	Anti-Terrorist_2433_2590	"TERRORISM is ""the systematic use of violence to create a general climate of fear in a population and thereby to bring about a particular political objective."	0.45	0.4375	0.51724137931
4156	Nathans_Bylichka_47357_47386	“Mountain ash,” said Nepthys.	0.5	0.3125	0.51724137931
6487	WhatToHongKong_3539_3554	Shopping Areas.	0.55	0.4375	0.51724137931
1395	Acephalous-Cant-believe_1426_1520	since, when I was your age I had fun playing with my adorable son and caring for another baby.	0.6	0.5	0.586206896552
2940	NYTnewswire1_3027_3091	"""I feel bad for Jorge, he's a good friend of mine,"" Bengie said."	0.333333333333	0.125	0.402298850575
7632	cable_spool_fort_7174_7350	Chad rounded the corner grabbing the cinder block to help him turn faster just as Tucker came down again with the tumbleweed from behind, and the world slowed almost to a stop.	0.4	0.5625	0.448275862069
5702	SemEval_831	Mancuso sparks U.S. celebrations	0.666666666667	0.59375	0.632183908046
6412	WhatToHongKong_17450_17657	Jazz fans will find live jazz presented by international artists at the Jazz Club and Bar, 2/F, 34-36 D’Agular, Central; and at the Blue Note in the Kowloon Shangri-La Hotel in Tsim Sha Tsui.	0.65	0.5	0.586206896552
8737	easy_money_6254_6342	Or maybe this guy was just a wacko who wanted to take me out on a dark road and kill me.	0.15	0.6875	0.310344827586
4316	Nathans_Bylichka_57285_57332	The vampire was walking just steps ahead of me.	0.35	0.625	0.51724137931
3145	NYTnewswire5_1593_1703	Generally, they are halved lengthwise, the seeds and fibrous pulp removed and the flesh sliced into crescents.	0.5	0.4375	0.51724137931
7043	alumnifund1_1769_1939	Your gift reinforces our emphasis on these ideals that have distinguished the Graduate School of Arts and Science as a preeminent center for advanced learning since 1886.	0.55	0.5	0.586206896552
2022	Fermentation_Eminent-Domain_1769_2026	"Beginning in 2014, ""Sonoma County"" will receive a tremendous boost in recognition due to the conjunctive labeling law that forces vintners to add more wording to their labels—whether they think the words ""Sonoma County"" help or hurt their marketing efforts."	0.45	0.1875	0.586206896552
2513	Homosexuality_9583_10020	Out of the 56 homosexual males who had identical twins, 29, or approximately 52 % of their identical twin brothers were also found to be homosexual, as compared to only 12, or approximately 22 % of the 54 non-identical twins of homosexual males, and 6, or approximately 11 % of the 57 adopted brothers of homosexual males who were unrelated in terms of genetics.	0.5	0.375	0.51724137931
7753	captured_moments_17334_17388	I suppose I could assist a friend.	0.5	0.25	0.655172413793
3357	NYTnewswire9_2266_2500	The story of the 509th is a tale of an elite outfit that lived in a bubble of secrecy and endured the taunts of other war-weary U.S. units that resented sharing a small Pacific island with the 509th, which appeared exempt from combat.	0.5	0.4375	0.448275862069
9916	wildelifewatch1_759_1001	By doing this, you tell the world that you, too, care about what we leave our children — clean water, thriving grassland and wetlands teeming with life and an amazing array of animals, birds and other creatures that share this planet with us.	0.75	0.75	0.862068965517
3627	Nathans_Bylichka_19925_20022	When it had all burnt, a thin outline of a doorframe appeared on the wall across from our corner.	0.45	0.375	0.51724137931
1678	Anti-Terrorist_4697_4783	In every case of terrorism, we will find some kind of legitimate underlying grievance.	0.5	0.4375	0.51724137931
5305	SemEval_245	Melua's deep sea gig sets record 	0.6875	0.4375	0.603448275862
1764	Bartok_18997_19170	Although the C♯ major chord in measure 293, preceded by A♭ major (V) in measure 285, suggests C♯ as tonal center, the tonality is not strongly established until measure 303.	0.5	0.4375	0.586206896552
5026	SemEval_1337	Princess Masako author: No regrets	0.5	0.3125	0.379310344828
3986	Nathans_Bylichka_38420_38520	I thought about Rachel; in the excitement, I had forgotten why we were chasing down vampire experts.	0.55	0.6875	0.51724137931
6120	The_Black_Willow_9289_9344	"""how goes life for the quintessential American author?"""	0.5	0.5625	0.586206896552
891	20020731-nyt_26843_26923	"""So the auction was almost like the ribbon-cutting ceremony for the convention,"""	0.5	0.5	0.51724137931
8684	easy_money_240_287	"He said he had a ""business proposition"" for me."	0.65	0.5	0.586206896552
7795	captured_moments_19783_19797	"""Emil came in."	0.5	0.4375	0.51724137931
2617	IFAW1_31_145	IFAW ANIMAL SANCTUARY FUND Your donation will help give an animal a safe home!	0.75	0.75	0.689655172414
7363	audubon1_6134_6275	Wetlands are not only crucial to wildlife ... they also help purify our drinking water and prevent billions of dollars worth of flood damage.	0.55	0.5625	0.724137931034
3912	Nathans_Bylichka_34616_34696	It looked like a normal river stone, a gray oval with a white stripe through it.	0.5	0.3125	0.586206896552
2612	IFAW1_2254_2485	IFAW’ P.O. Box I 93 Yarmouth Port, MA 02615-01 ‘www.lfaw.org IFAW is now launching our year 2001 Animal Sanctuary Fund to provide safe places for animals to live out of the danger tat comes from humans and loss of habitat.	0.416666666667	0.333333333333	0.51724137931
9011	hotel-california_19237_19310	She leaned forward, setting her elbows on the foot stool in front of her.	0.5	0.4375	0.51724137931
6025	The_Black_Willow_22975_23330	Collapsing at its base, Allan wrapped his arms around the stoic tree and let forth a moan, a cry of purest agony that escaped him as the first tears seeped from the corners of his eyes and slid down his cheeks, falling to the ground and seeping though the fallen leaves and needles to join the water of the stream, flowing through the ground beneath them.	0.3	0.6875	0.379310344828
2606	IFAW1_1415_1466	“error in judgement” nor “overblown sentimentality”	0.5	0.4375	0.51724137931
9196	hotel-california_25928_25942	“Yes,” I said.	0.5	0.4375	0.51724137931
6743	WhereToHongKong_33982_34139	The most famous site on the island is the world’s tallest seated bronze statue of Buddha at 22 m (72.6 ft), the Tiantan Buddha (see page 55).	0.5	0.541666666667	0.459770114943
4996	SemEval_131	Sony Hates Europeans, Will Prevent The Importing of PS3	0.4	0.5	0.586206896552
6343	WhatToHongKong_10646_10682	Musical, Audio, and Video Equipment.	0.5	0.359375	0.51724137931
1422	Acephalous-Internet_1270_1472	This realization is obviously not of world-historical importance, merely a reminder that this thing whose existence we take for granted daily represents a fundamentally weird complement to human memory.	0.5	0.4375	0.51724137931
6205	Uprooted_Bike_3202_3250	An older man asked for tips on tuning his racer.	0.5	0.4375	0.586206896552
9688	lw1_3570_3696	Won't Central be crushed to learn that another gateway has yielded little more than a class F planet and a white dwarf system.	0.416666666667	0.541666666667	0.402298850575
3416	NYTnewswire9_7218_7313	Three B-29s had gone ahead to check the weather at Hiroshima and two other possible bomb sites.	0.5	0.4375	0.632183908046
7591	cable_spool_fort_4780_4876	Tucker was big, even for a third grader, and he was not quite right in a different way than Roy.	0.5	0.4375	0.51724137931
7627	cable_spool_fort_6895_6981	The tumbleweed's yellow thorned branches scratched around him as it dug into his face.	0.25	0.645833333333	0.287356321839
2397	Homosexuality_1159_1371	This shows that not only did Plato consider it normal for a male to be attracted to another male, he also believed that it began at a very young age, as the word “boyhood” signifies.	0.5	0.3125	0.379310344828
8351	detroit_12264_12345	Do we still have fertile backyard gardens, filled with the composting of the age?	0.4	0.375	0.51724137931
6922	WhereToHongKong_56029_56089	The city still maintains its important gateway role.	0.55	0.3125	0.586206896552
5114	SemEval_1418	North Korea gets 'money and respect'	0.5	0.4375	0.51724137931
5716	SemEval_844	Boy Scouts blamed for starting wildfire	0.35	0.5625	0.586206896552
6793	WhereToHongKong_39729_39874	Portugal’s resulting near-monopoly of East–West trade understandably awakened the competitive instincts of other European powers.	0.55	0.5625	0.448275862069
1381	A_defense_of_Michael_Moore_8401_8624	As Moore correctly points out, it is bizarre for a society to openly embrace the production of destructive weapons, but on the other hand see no connection of this to everyday violence -- children learn by imitating adults.	0.45	0.5	0.655172413793
1117	A1_1048_1237	The inauguration of Dubai Internet City coincides with the opening of an annual IT show in Dubai, the Gulf Information Technology Exhibition (Gitex), the biggest in the Middle East.	0.65	0.4375	0.655172413793
6335	WhatToHongKong_10118_10203	Woks and any other gadgets essential for Chinese cookery make good purchases.	0.5	0.4375	0.632183908046
8927	hotel-california_16202_16270	“New hypothesis,” suggested Kishori, slipping into the conversation.	0.5	0.4375	0.51724137931
8010	captured_moments_29907_29928	So, I think, did she.	0.5	0.3125	0.586206896552
9332	hotel-california_32528_32596	And all of us, we were permanent characters in each others' stories.	0.55	0.5	0.51724137931
8379	detroit_13502_13508	Japan?	0.5	0.5	0.51724137931
3957	Nathans_Bylichka_37270_37303	I stood up and Amy stood with me.	0.55	0.4375	0.655172413793
9592	lessig_blog-carbon_5617_5700	I just finished insulating my house and installed high efficiency windows and HVAC.	0.6	0.5	0.655172413793
3733	Nathans_Bylichka_26029_26110	“No, thank you,” said Nepthys, “we regret that we cannot take up your kind offer.	0.35	0.4375	0.448275862069
9506	hsus4_3545_3637	It’s a wonderful way to enjoy their companionship and save the life of a loving animal, too.	0.7	0.5625	0.655172413793
8098	captured_moments_35153_35169	He began to cry.	0.15	0.4375	0.172413793103
9608	lessig_blog-carbon_6761_6779	'harm environment'	0.35	0.4375	0.51724137931
7369	audubon1_6970_7142	So let me urge you to do your part by supporting a group that the San Francisco Chronicle calls “one of America’s most respected and influential conservation organizations.	0.5	0.5	0.586206896552
2430	Homosexuality_15280_15427	He gave the example of birds, which are born with instincts such as knowing how to build a next, or catch their prey.	0.5	0.375	0.448275862069
10142	wsj_0168_488_616	The loan may be extended by the McAlpine group for an additional year with an increase in the conversion price to $2.50 a share.	0.55	0.5	0.51724137931
5091	SemEval_1397	Bush: It's time for Congress to back energy plan	0.55	0.5625	0.586206896552
1119	A1_10_60	Launching the Electronics Free Trade Zone in Dubai	0.5	0.5	0.51724137931
5116	SemEval_142	Kurdish Lawmaker Killed in an Attack in Baghdad	0.25	0.625	0.379310344828
1003	20020731-nyt_4141_4282	"""a witness whose credibility has been called into question by the Department of Justice, a United States District judge and his own conduct."""	0.5	0.4375	0.51724137931
6625	WhereToHongKong_18292_18358	Stanley is also a favorite place of residence for ex-pats.	0.5	0.4375	0.586206896552
786	20020731-nyt_18624_18686	And from the beginning I could see that it was all about jobs.	0.55	0.375	0.586206896552
2045	Fermentation_Eminent-Domain_4859_4899	Shades of wealth redistribution as well.	0.55	0.4375	0.586206896552
1627	Ant_Robot_7536_7702	The thermometer will be located on the rear of the robot to keep it out of the way, and will detect and input to the robot the outside temperature in degrees Celsius.	0.5	0.4375	0.51724137931
1664	Anti-Terrorist_3016_3174	We completely reject the idea that terrorism can be defeated by brute force, because brute force radicalizes the moderates, and they then join the terrorists.	0.45	0.4375	0.448275862069
7144	anth_essay_4_8621_8850	A major success in the Colombian saga is the revamped constitution of 1991, which includes a section on indigenous rights, as the Congress which drafted it included representatives from native groups (Gow and Rappaport 2002: 57).	0.55	0.4375	0.51724137931
2382	HistoryLasVegas_9356_9559	The state legislature helped as well, by legalizing gambling in 1931 and thus solidifying the future of the town, though legislators and residents could never have known this at the time.	0.5	0.375	0.448275862069
3896	Nathans_Bylichka_34086_34103	“Are you kidding?	0.3	0.5	0.586206896552
6792	WhereToHongKong_39677_39728	Lucky Macau fit the specifications exactly.	0.5	0.375	0.51724137931
4036	Nathans_Bylichka_41255_41295	“The girl is …surprising,” he concluded.	0.6	0.5625	0.586206896552
6455	WhatToHongKong_22075_22229	HKTA offers lessons in these exercises that improve concentration and balance at Garden Plaza, Hong Kong Park, Admiralty (Tel. 2058 1234).	0.55	0.5	0.586206896552
2363	HistoryLasVegas_7205_7355	Businesses sprang up overnight, and wooden houses were erected to replace the tent city in which many of the early settlers had lived.	0.55	0.5	0.51724137931
5421	SemEval_571	Will Rob Cohen Direct Third 'Mummy'?	0.5	0.4375	0.51724137931
1604	Ant_Robot_53596_53976	Antie will be a fully autonomous, situated and embodied agent, infiltrating a red harvester ant colony and providing valuable information not only about the hypothesized rules of these ants’ behaviors and their task-switching thresholds, but also about the combination of complex behaviors into a single autonomous system with the ability to switch between behaviors as necessary.	0.55	0.5	0.655172413793
4882	SemEval_1205	Study: napping might help heart	0.6	0.5625	0.655172413793
6886	WhereToHongKong_51648_51835	You can try your luck at pari mutuel betting on jai-alai at pari mutuel, greyhound-racing at the Cani­drome (one of the largest in the world), and harness-racing on Taipa.	0.55	0.5	0.586206896552
3440	NYTnewswire9_8991_9171	"Arnold told Karnes, ""Tibbets is going to be landing in three to four hours, and I want to give him the Distinguished Service Cross, and it is your job to write up the explanation."""	0.55	0.4375	0.586206896552
4058	Nathans_Bylichka_42346_42379	Isis’ nostrils twitched slightly.	0.45	0.4375	0.51724137931
5760	SemEval_885	Ice storm descends on central U.S.	0.25	0.5	0.379310344828
8479	detroit_3925_3986	"It ""needed some work, a hole patched, some windows replaced."""	0.35	0.4375	0.51724137931
705	20000415_apw_eng-NEW_844_984	He said he would pay particular attention to what happens to food and medicine entering the country under the U.N. oil-for-food program.	0.5	0.4375	0.51724137931
2114	Fermentation_HR5034_10829_11054	Judd Wallenbrock said... Tom -- thanks so much for keeping us all up to date and informed regarding this silly...but very real threat...not only to our industry but to our basic rights as consumers. July 16, 2010 at 08:14 AM	0.6	0.5625	0.724137931034
8091	captured_moments_3481_3545	The following events may indicate otherwise.	0.5	0.4375	0.51724137931
3782	Nathans_Bylichka_28555_28574	“appraising glance”	0.6	0.375	0.655172413793
2780	Italy_648_882	The region is poor (though not so much as I thought) and poorly serviced by internet and wifi: there's a router up the hill from her which sometimes provides wifi, but only then into a loft too unbearably hot to occupy during the day.	0.333333333333	0.541666666667	0.287356321839
3397	NYTnewswire9_5717_5815	"A noncommittal ""mmm-mm,"" was the most Karnes could ever get out of Tibbets on matters of the bomb."	0.5	0.4375	0.51724137931
5336	SemEval_45	US Troops Killed In October In Iraq	0.2	0.5	0.310344827586
5128	SemEval_1430	Embattled Edwards blogger quits campaign	0.4	0.5	0.586206896552
801	20020731-nyt_19976_20030	He was recently named one of the 70 greatest Redskins.	0.5	0.4375	0.51724137931
4282	Nathans_Bylichka_54841_54853	Behind you!”	0.4	0.8125	0.724137931034
6443	WhatToHongKong_21104_21225	In the New Territories the famous MacLehose Trail stretches 97 km (60 miles) from Sai Kung Peninsula to Tuen Mun.	0.5	0.375	0.51724137931
1439	Acephalous-Internet_3039_3135	A guess, but perhaps your grandfather's life at 22 was more interesting than the ensuing 70 yrs.	0.5	0.375	0.655172413793
44	110CYL069_18_35	November 15, 1996	0.5	0.4375	0.51724137931
6667	WhereToHongKong_23673_23798	Nathan Road goes all the way up to Boundary Street, which marks the boundary between Kowloon and the New Territories.	0.5	0.4375	0.51724137931
6880	WhereToHongKong_51052_51164	Dai-Siu (Big and Small) is a dice game in which the croupier throws three dice inside a glass container.	0.5	0.375	0.51724137931
9529	hsus4_5774_6011	A COPY OF THE LICENSE TO SOLICIT CHARITABLE CONTRIBUTIONS AS A CHARITABLE ORGANIZATION OR SPONSOR AND FINANCIAL INFORMATION MAY BE OBTAINED FROM THE DEPARTMENT OF HUMAN RESOURCES, SOLICITATION LICENSING BRANCH, BY CALLING (919) 807.2214.	0.55	0.5	0.448275862069
8304	defenders5_6608_6657	Please let Alaskans know that you’re behind them.	0.5	0.4375	0.51724137931
10056	wsj_0151_4_184	Intelogic Trace Inc., San Antonio, Texas, said it bought 2.7 million shares, or about 18%, of its common stock from an unaffiliated shareholder for $3.625 a share, or $9.9 million.	0.5	0.4375	0.51724137931
1809	Bartok_3174_3210	To begin with, the movement is in F.	0.5	0.4375	0.448275862069
2284	HistoryLasVegas_14522_14857	Because of the new legitimacy Las Vegas acquired from Hughes’ investments, established companies such as Hilton Hotels bought into the gaming business, and their influence helped draw a line in the desert sand between legitimate operations and mob casinos, where illegal skimming of profits was rampant.	0.5	0.5	0.448275862069
550	116CUL034_979_1118	A Providers Council and a Youth Coalition are building relationships that will hopefully bear great fruit in the years to come.	0.7	0.5	0.51724137931
6050	The_Black_Willow_4423_4462	"Shall I never finish a story in peace?"""	0.3	0.5625	0.379310344828
5663	SemEval_797	Bill would strip convicted legislators of pensions	0.5	0.5625	0.655172413793
9145	hotel-california_24164_24188	No one contradicted her.	0.5	0.3125	0.51724137931
3878	Nathans_Bylichka_32933_33001	“I don’t know …hey, what about the nature spirits, things like that?	0.5	0.4375	0.51724137931
1126	A1_542_729	The minister who has a personal website on the internet, further said that he wanted Dubai to become the best place in the world for the advanced (hitech) technological companies.	0.6	0.625	0.51724137931
971	20020731-nyt_37411_37581	The court upheld the sentence of another death row inmate, Robert O. Marshall, convicted of arranging the murder of his wife at a picnic area on the Garden State Parkway.	0.45	0.625	0.448275862069
4587	Seedbombing_3113_3123	Sexy, non?	0.65	0.625	0.586206896552
1150	AMC2_3196_3326	Membership in a Bottle includes: ·32-oz. loop-top Nalgene water bottle ·12-month AMC individual membership	0.55	0.4375	0.586206896552
